ID	init_fold
ENSP00000339845	41.9
ENSP00000265069	71.7
ENSP00000265073	66.2
ENSP00000265112	75.3
ENSP00000427123	56.6
ENSP00000338862	68.2
ENSP00000371451	99.6
ENSP00000265113	45.7
ENSP00000282516	56
ENSP00000231498	69.6
ENSP00000265107	82.9
ENSP00000346148	73
ENSP00000196371	63.7
ENSP00000281623	74
ENSP00000322706	51.1
ENSP00000302768	106
ENSP00000264663	48.8
ENSP00000424328	55.7
ENSP00000296585	62.7
ENSP00000296684	53.6
ENSP00000251636	88.9
ENSP00000230640	63.5
ENSP00000264779	18.9
ENSP00000282878	56.2
ENSP00000265038	45.5
ENSP00000385000	29.8
ENSP00000199320	89.9
ENSP00000386992	57.5
ENSP00000370460	56.5
ENSP00000261308	60.3
ENSP00000370395	54.6
ENSP00000370372	65.3
ENSP00000370330	48.8
ENSP00000334538	88.7
ENSP00000347379	54.6
ENSP00000370119	77.6
ENSP00000370083	77.6
ENSP00000343657	96.9
ENSP00000296755	91
ENSP00000261413	46.4
ENSP00000336712	72.3
ENSP00000369965	87.2
ENSP00000296792	48.4
ENSP00000261416	106.6
ENSP00000296802	56.4
ENSP00000373808	58.8
ENSP00000369862	69.2
ENSP00000274364	95.4
ENSP00000316109	90.7
ENSP00000369736	60.4
ENSP00000255194	74.8
ENSP00000254035	72.4
ENSP00000296674	75.7
ENSP00000247655	69.1
ENSP00000274376	102.6
ENSP00000256897	62.8
ENSP00000340874	15.1
ENSP00000314776	65.9
ENSP00000382058	56.4
ENSP00000379157	80.8
ENSP00000283109	53.4
ENSP00000284049	45.1
ENSP00000306100	76.7
ENSP00000313070	26.9
ENSP00000281092	42.6
ENSP00000261483	69.1
ENSP00000423067	70.2
ENSP00000368959	76.8
ENSP00000161863	101.3
ENSP00000282382	112.2
ENSP00000325369	66.5
ENSP00000274458	55.7
ENSP00000309690	75.6
ENSP00000420914	77.1
ENSP00000368831	100.9
ENSP00000303057	92.1
ENSP00000387123	90.5
ENSP00000297540	88.5
ENSP00000261366	79.3
ENSP00000296666	39.2
ENSP00000262461	125.1
ENSP00000173527	58
ENSP00000304229	81.4
ENSP00000166534	64.5
ENSP00000367991	86.3
ENSP00000367934	79.7
ENSP00000265343	78.3
ENSP00000302961	93.5
ENSP00000265333	73.9
ENSP00000231487	37.2
ENSP00000418447	82.3
ENSP00000378451	58.1
ENSP00000381823	61.7
ENSP00000346236	64
ENSP00000254908	110.3
ENSP00000423563	79.8
ENSP00000353741	84.2
ENSP00000297185	76.9
ENSP00000304669	62.6
ENSP00000265195	65
ENSP00000354346	46
ENSP00000381717	65.1
ENSP00000354910	98.7
ENSP00000332706	73.9
ENSP00000297183	42.6
ENSP00000432016	83.5
ENSP00000337513	78.3
ENSP00000396301	63.3
ENSP00000351100	87.8
ENSP00000425634	80.1
ENSP00000230771	77.7
ENSP00000274712	57.9
ENSP00000381565	106.1
ENSP00000302967	78.7
ENSP00000311876	41.8
ENSP00000274496	55.1
ENSP00000377954	65.1
ENSP00000265271	71.4
ENSP00000296702	55
ENSP00000336591	41
ENSP00000343690	89.2
ENSP00000328083	93.1
ENSP00000421655	39.3
ENSP00000311028	61.9
ENSP00000199814	63.6
ENSP00000414906	43.2
ENSP00000397178	62.2
ENSP00000317891	77
ENSP00000346550	66.4
ENSP00000348578	54.3
ENSP00000341597	55.1
ENSP00000297107	120.5
ENSP00000336721	42.9
ENSP00000285873	75.6
ENSP00000387875	70.7
ENSP00000429824	69
ENSP00000430955	45.8
ENSP00000231238	69.9
ENSP00000297151	60.6
ENSP00000304854	84.9
ENSP00000325425	86.6
ENSP00000231572	50.7
ENSP00000239231	62.3
ENSP00000296930	48.5
ENSP00000265094	96.7
ENSP00000358815	89.5
ENSP00000377374	93.6
ENSP00000265100	44.1
ENSP00000316905	66.2
ENSP00000265097	105.4
ENSP00000298569	68.8
ENSP00000309415	102.1
ENSP00000261942	52.2
ENSP00000305839	77.4
ENSP00000366434	70.5
ENSP00000304376	91.9
ENSP00000303366	104.9
ENSP00000292385	101.1
ENSP00000348099	68.4
ENSP00000422753	75.8
ENSP00000330945	87.2
ENSP00000029410	109.1
ENSP00000274606	75.5
ENSP00000351108	103.7
ENSP00000354453	45.1
ENSP00000326249	76.8
ENSP00000414887	89.7
ENSP00000324064	74.5
ENSP00000349168	73.6
ENSP00000247461	65
ENSP00000374455	101.4
ENSP00000389338	70.1
ENSP00000253778	64
ENSP00000423820	51.3
ENSP00000426909	71.7
ENSP00000230449	65.9
ENSP00000370194	82.8
ENSP00000370150	110.4
ENSP00000338358	63.8
ENSP00000369739	71.5
ENSP00000369703	66.8
ENSP00000259818	72.7
ENSP00000337194	51.8
ENSP00000369461	43
ENSP00000369391	52.8
ENSP00000369162	73.2
ENSP00000369129	77.8
ENSP00000369081	78.5
ENSP00000368887	77.2
ENSP00000368552	38.7
ENSP00000011619	74.5
ENSP00000341280	42
ENSP00000368341	79.7
ENSP00000229922	70
ENSP00000262077	37.7
ENSP00000312304	43.3
ENSP00000380414	86.4
ENSP00000274695	41
ENSP00000367440	85.5
ENSP00000331983	43.7
ENSP00000321744	24.4
ENSP00000321389	55
ENSP00000307705	45.3
ENSP00000289316	30
ENSP00000348924	34.7
ENSP00000244534	23.2
ENSP00000244537	30.7
ENSP00000366962	23.1
ENSP00000348751	54.6
ENSP00000349143	46.2
ENSP00000289361	46.5
ENSP00000244519	47.4
ENSP00000312158	50.4
ENSP00000244513	48.9
ENSP00000342886	27.5
ENSP00000211936	56.8
ENSP00000366618	30.9
ENSP00000328484	38
ENSP00000380177	20.3
ENSP00000366509	62
ENSP00000345339	46.3
ENSP00000252211	57.9
ENSP00000354305	62.4
ENSP00000366404	93.9
ENSP00000366384	52.5
ENSP00000353472	42.4
ENSP00000366005	63
ENSP00000365963	68.6
ENSP00000365844	62.5
ENSP00000365817	48.3
ENSP00000365806	91.8
ENSP00000313603	68.7
ENSP00000365694	49.4
ENSP00000259873	56.4
ENSP00000365625	100.6
ENSP00000365588	66.2
ENSP00000339001	53
ENSP00000365569	79.6
ENSP00000365402	42.7
ENSP00000399168	49.2
ENSP00000379475	58.1
ENSP00000365318	72.2
ENSP00000365175	62.2
ENSP00000365131	66
ENSP00000365025	63.9
ENSP00000379282	95.1
ENSP00000364943	81.2
ENSP00000364934	65.7
ENSP00000364815	83.6
ENSP00000364805	76.6
ENSP00000364802	72.2
ENSP00000364578	74.5
ENSP00000364543	89.9
ENSP00000364034	83.3
ENSP00000363812	72.7
ENSP00000363787	77.8
ENSP00000393241	42.4
ENSP00000363746	58.8
ENSP00000363435	69.6
ENSP00000293760	55.5
ENSP00000347271	66.6
ENSP00000363135	89.4
ENSP00000244520	59
ENSP00000353518	99.5
ENSP00000363018	46.3
ENSP00000362931	81.5
ENSP00000229812	58.2
ENSP00000362820	46.8
ENSP00000244751	84.8
ENSP00000362803	62.1
ENSP00000347322	80.5
ENSP00000362718	128.1
ENSP00000362550	63.5
ENSP00000362463	76
ENSP00000345702	65
ENSP00000230340	89.5
ENSP00000361990	81.1
ENSP00000417963	75
ENSP00000244711	87.8
ENSP00000259708	85
ENSP00000230419	95.6
ENSP00000230431	68.3
ENSP00000361465	68.6
ENSP00000265351	85.6
ENSP00000303997	55.9
ENSP00000259746	68.7
ENSP00000325875	49.6
ENSP00000360532	62.6
ENSP00000360515	46.6
ENSP00000185206	41.6
ENSP00000352264	73.8
ENSP00000305995	49.1
ENSP00000229854	84.2
ENSP00000229416	105.9
ENSP00000359925	95.3
ENSP00000244364	43.7
ENSP00000359740	79.6
ENSP00000359727	91.8
ENSP00000359685	24.6
ENSP00000262043	60.3
ENSP00000359505	42.1
ENSP00000359484	78.2
ENSP00000330054	52.3
ENSP00000230461	85.2
ENSP00000358994	59.1
ENSP00000275034	84.4
ENSP00000341267	50.5
ENSP00000358765	106.3
ENSP00000425809	59.9
ENSP00000358719	60.2
ENSP00000358695	95.7
ENSP00000358635	59.5
ENSP00000358549	48.1
ENSP00000257789	26.5
ENSP00000358497	74.4
ENSP00000414302	83.5
ENSP00000358400	94.9
ENSP00000358335	82.6
ENSP00000358309	41.2
ENSP00000358283	68
ENSP00000358272	60.5
ENSP00000358159	44.6
ENSP00000358106	63.9
ENSP00000343313	50.4
ENSP00000358038	52.5
ENSP00000357998	77.7
ENSP00000230085	85.8
ENSP00000393762	33.8
ENSP00000230124	77.2
ENSP00000357880	64.2
ENSP00000402338	45.1
ENSP00000430432	64.8
ENSP00000326858	61.7
ENSP00000348704	62.5
ENSP00000229595	64.2
ENSP00000381270	43.2
ENSP00000434142	87.2
ENSP00000381220	61.2
ENSP00000357341	40.1
ENSP00000229633	87.3
ENSP00000436585	54.5
ENSP00000354526	44.1
ENSP00000338481	56.9
ENSP00000357047	58.8
ENSP00000354238	72.7
ENSP00000356918	55.8
ENSP00000230050	68.4
ENSP00000237264	54.4
ENSP00000356811	58.9
ENSP00000435210	38.4
ENSP00000315680	95.7
ENSP00000394546	61.3
ENSP00000350509	41
ENSP00000356548	63.2
ENSP00000356515	17.8
ENSP00000237281	81.7
ENSP00000321826	32.7
ENSP00000318635	57.1
ENSP00000253329	48.4
ENSP00000335106	28.5
ENSP00000253339	45.1
ENSP00000253332	104
ENSP00000356272	70.7
ENSP00000356263	54
ENSP00000356146	54
ENSP00000356134	49.1
ENSP00000344546	102.2
ENSP00000376024	66.1
ENSP00000347792	112.9
ENSP00000356056	34.3
ENSP00000338934	59.7
ENSP00000356022	65.7
ENSP00000356015	90.7
ENSP00000317334	79.2
ENSP00000356001	75.6
ENSP00000349437	109
ENSP00000375986	86
ENSP00000314036	58.8
ENSP00000427015	52.4
ENSP00000375956	112.9
ENSP00000417970	64.6
ENSP00000262193	66.2
ENSP00000439467	100.8
ENSP00000384015	31.9
ENSP00000265857	103.6
ENSP00000354125	79.7
ENSP00000258796	105.4
ENSP00000275364	137.6
ENSP00000288828	95.9
ENSP00000349960	73.7
ENSP00000371798	87.4
ENSP00000223029	87.7
ENSP00000258739	74
ENSP00000223122	31.9
ENSP00000382356	39.9
ENSP00000339720	49.3
ENSP00000379901	43.8
ENSP00000258761	46.6
ENSP00000424595	59
ENSP00000222567	85.6
ENSP00000383986	75.4
ENSP00000343273	77
ENSP00000419370	91.3
ENSP00000258729	48.9
ENSP00000297071	58.8
ENSP00000342576	77.9
ENSP00000222644	74.3
ENSP00000315410	55.7
ENSP00000307786	50.4
ENSP00000346694	64.9
ENSP00000336687	41.9
ENSP00000265395	101.3
ENSP00000379612	47.2
ENSP00000350359	53.2
ENSP00000265394	79.2
ENSP00000388942	45.3
ENSP00000323879	104.5
ENSP00000275428	80.9
ENSP00000373918	86.9
ENSP00000242209	95.4
ENSP00000297157	59
ENSP00000308695	88
ENSP00000381992	40.4
ENSP00000005257	74.7
ENSP00000265523	65.3
ENSP00000396918	76.7
ENSP00000417653	50.1
ENSP00000386105	74
ENSP00000223369	80.4
ENSP00000347626	93.5
ENSP00000258772	78
ENSP00000404042	80.1
ENSP00000222673	34.8
ENSP00000419425	40.6
ENSP00000308405	89.8
ENSP00000379051	55.4
ENSP00000341538	56.2
ENSP00000275493	83.5
ENSP00000254770	92.3
ENSP00000416662	40.8
ENSP00000275605	53.4
ENSP00000275603	81.6
ENSP00000341938	51.3
ENSP00000333776	51.5
ENSP00000394248	61.5
ENSP00000255746	24.9
ENSP00000347210	60.8
ENSP00000309330	61.9
ENSP00000343443	42.6
ENSP00000407262	67.6
ENSP00000418719	67.7
ENSP00000282869	47.3
ENSP00000332595	57.2
ENSP00000302728	104.2
ENSP00000307188	90.7
ENSP00000246868	71.6
ENSP00000342434	87.9
ENSP00000307260	106.7
ENSP00000265753	90.2
ENSP00000223398	98.7
ENSP00000336747	59.8
ENSP00000419970	76.5
ENSP00000327070	77.4
ENSP00000248553	61.5
ENSP00000306330	82.7
ENSP00000343027	83.2
ENSP00000413445	122.8
ENSP00000265729	67.1
ENSP00000329638	70.1
ENSP00000265734	100.5
ENSP00000307666	62.4
ENSP00000405514	50.8
ENSP00000400101	64
ENSP00000175506	54.7
ENSP00000347733	68.6
ENSP00000354621	81.3
ENSP00000262942	43.4
ENSP00000252725	77.9
ENSP00000222968	76.7
ENSP00000222969	44.9
ENSP00000400168	35.4
ENSP00000292475	79.9
ENSP00000337363	75.5
ENSP00000348216	81
ENSP00000299667	54.7
ENSP00000304102	57.5
ENSP00000307288	54.9
ENSP00000305260	75.3
ENSP00000200457	98.1
ENSP00000305161	78.6
ENSP00000223167	46.8
ENSP00000249269	47.2
ENSP00000368565	82.1
ENSP00000292644	27.1
ENSP00000377262	69.8
ENSP00000348722	65.2
ENSP00000011473	54.7
ENSP00000222553	57.4
ENSP00000265717	109.7
ENSP00000297135	93.3
ENSP00000368414	27.5
ENSP00000401277	65
ENSP00000205402	69.7
ENSP00000222399	80.4
ENSP00000404179	81.7
ENSP00000354501	82.2
ENSP00000005558	78.7
ENSP00000350937	59.4
ENSP00000354947	80.3
ENSP00000249299	67.1
ENSP00000353025	56.8
ENSP00000377040	57.6
ENSP00000347988	72.3
ENSP00000265827	42.4
ENSP00000000233	78.7
ENSP00000346762	62.6
ENSP00000223073	87.5
ENSP00000345096	109.7
ENSP00000262432	48.7
ENSP00000420381	41
ENSP00000327145	70.6
ENSP00000417378	38.5
ENSP00000265388	61.9
ENSP00000315931	58.4
ENSP00000347836	89.7
ENSP00000351052	60.6
ENSP00000262570	82.1
ENSP00000253861	41.4
ENSP00000285930	79.1
ENSP00000342032	57.2
ENSP00000354826	46.9
ENSP00000285968	38.2
ENSP00000340507	111.8
ENSP00000242351	81.6
ENSP00000347005	57.7
ENSP00000320567	69.6
ENSP00000265304	56
ENSP00000324422	99.3
ENSP00000367355	82.2
ENSP00000326804	47.5
ENSP00000320147	74.7
ENSP00000286091	93.1
ENSP00000405600	81.3
ENSP00000380413	48.7
ENSP00000222388	42.5
ENSP00000035307	75.4
ENSP00000262188	56.61
ENSP00000262189	98.3
ENSP00000256001	97.4
ENSP00000384160	89.1
ENSP00000326604	87.3
ENSP00000262177	57.7
ENSP00000348657	55.2
ENSP00000251527	97.4
ENSP00000384290	80.6
ENSP00000262109	72.5
ENSP00000340297	60.7
ENSP00000262113	57.9
ENSP00000250263	83.9
ENSP00000313921	81.4
ENSP00000318966	68.2
ENSP00000220584	75.3
ENSP00000342070	88.2
ENSP00000355279	39.5
ENSP00000004531	30.5
ENSP00000327077	44
ENSP00000371152	66.2
ENSP00000381064	112.2
ENSP00000276390	72.3
ENSP00000303088	101.4
ENSP00000240139	87.3
ENSP00000310670	61.2
ENSP00000221166	97.4
ENSP00000430241	52.3
ENSP00000325074	38.1
ENSP00000309539	46.4
ENSP00000348933	74.7
ENSP00000301905	40.2
ENSP00000429065	43.1
ENSP00000427900	37.3
ENSP00000348168	71.8
ENSP00000221130	104.6
ENSP00000221138	85.7
ENSP00000298139	43.4
ENSP00000349275	85
ENSP00000353971	57.6
ENSP00000353246	57.1
ENSP00000276461	53.3
ENSP00000333551	80.2
ENSP00000331342	62.3
ENSP00000340896	70.7
ENSP00000313983	50.2
ENSP00000321703	85.3
ENSP00000419446	70.3
ENSP00000350378	102.5
ENSP00000380184	64.7
ENSP00000265713	47.8
ENSP00000174653	44.2
ENSP00000430684	73.4
ENSP00000428845	42.4
ENSP00000303423	93.9
ENSP00000313420	82.1
ENSP00000262105	90.9
ENSP00000428209	48.5
ENSP00000352522	55.1
ENSP00000428426	72.3
ENSP00000320043	91.1
ENSP00000260129	71.6
ENSP00000428924	49.4
ENSP00000429374	63.2
ENSP00000260130	55.3
ENSP00000262646	66.5
ENSP00000368767	81.8
ENSP00000260118	87
ENSP00000350512	63.5
ENSP00000262215	68.4
ENSP00000276590	58.8
ENSP00000339795	59.1
ENSP00000428756	40.5
ENSP00000284811	45.7
ENSP00000368391	48
ENSP00000297258	66.1
ENSP00000408526	72.5
ENSP00000318912	59.5
ENSP00000285379	69
ENSP00000198765	38.9
ENSP00000382239	65.8
ENSP00000297591	54.3
ENSP00000287022	55.9
ENSP00000430548	91.5
ENSP00000307046	83.7
ENSP00000338235	86.9
ENSP00000315614	70.9
ENSP00000339529	28.2
ENSP00000390500	62.3
ENSP00000351346	61.7
ENSP00000297564	60.7
ENSP00000313007	75.8
ENSP00000309503	58.5
ENSP00000251810	75.2
ENSP00000379203	52.1
ENSP00000297579	95.7
ENSP00000405424	55.1
ENSP00000220849	36.1
ENSP00000276646	92.7
ENSP00000429931	39.7
ENSP00000297338	57.6
ENSP00000367406	59
ENSP00000306548	71.3
ENSP00000314709	36.9
ENSP00000259512	78.6
ENSP00000297857	35.5
ENSP00000276689	80.7
ENSP00000318016	52.3
ENSP00000287437	49
ENSP00000384880	52.1
ENSP00000350297	54.6
ENSP00000348108	96
ENSP00000220592	87.1
ENSP00000262585	68.8
ENSP00000391944	82.3
ENSP00000220966	64.1
ENSP00000398803	93.6
ENSP00000349486	41.6
ENSP00000434359	76.7
ENSP00000323856	86.7
ENSP00000317159	103.2
ENSP00000366565	65.9
ENSP00000292562	72.9
ENSP00000341528	51.4
ENSP00000262584	88.1
ENSP00000292579	74.8
ENSP00000330361	90.2
ENSP00000265773	76.3
ENSP00000371532	84.7
ENSP00000380982	51
ENSP00000371278	91
ENSP00000371230	101.7
ENSP00000371169	69.5
ENSP00000276893	87.3
ENSP00000348812	63
ENSP00000370410	58.8
ENSP00000370109	67.7
ENSP00000369871	77.1
ENSP00000369757	52.1
ENSP00000344307	23.6
ENSP00000369519	66.5
ENSP00000380460	95.5
ENSP00000369402	61.4
ENSP00000309477	72.3
ENSP00000369176	77.3
ENSP00000418379	64.4
ENSP00000369141	34.3
ENSP00000369127	61.7
ENSP00000380336	40.5
ENSP00000368856	45.1
ENSP00000297990	63.4
ENSP00000354039	50.2
ENSP00000351777	68.7
ENSP00000354219	59.4
ENSP00000316029	73.2
ENSP00000367343	67.8
ENSP00000259667	68.5
ENSP00000242285	103.4
ENSP00000379839	45.9
ENSP00000313432	84
ENSP00000367029	83.9
ENSP00000323046	45.1
ENSP00000366927	82.7
ENSP00000438262	19.3
ENSP00000366240	65.2
ENSP00000237937	63.5
ENSP00000257497	41.8
ENSP00000366050	80
ENSP00000366030	109.3
ENSP00000353422	78.6
ENSP00000365807	89.6
ENSP00000286548	83.9
ENSP00000365773	53.5
ENSP00000365735	60.6
ENSP00000365682	65.5
ENSP00000365576	96
ENSP00000365550	51.3
ENSP00000365522	66.5
ENSP00000365439	42
ENSP00000365251	42.9
ENSP00000354972	65.4
ENSP00000365130	55.5
ENSP00000345344	71.5
ENSP00000365019	43.3
ENSP00000364976	51.6
ENSP00000364965	81.1
ENSP00000262554	36.2
ENSP00000364794	45.2
ENSP00000401177	49.6
ENSP00000262551	36.9
ENSP00000364645	62.3
ENSP00000277165	100.6
ENSP00000352185	104.7
ENSP00000364398	86.2
ENSP00000419397	57.1
ENSP00000364289	73
ENSP00000364270	82.9
ENSP00000345848	68.2
ENSP00000210444	79.7
ENSP00000417764	83.7
ENSP00000223641	55.9
ENSP00000259400	48.1
ENSP00000262455	38.7
ENSP00000364037	61.4
ENSP00000363999	39.4
ENSP00000342019	72.2
ENSP00000373772	60.8
ENSP00000286398	59.6
ENSP00000363899	69.2
ENSP00000350708	65.1
ENSP00000363779	65.7
ENSP00000363753	86.7
ENSP00000320434	101.6
ENSP00000363641	66
ENSP00000259335	8.9
ENSP00000311679	54.3
ENSP00000311572	52.5
ENSP00000320650	94.6
ENSP00000381785	73.1
ENSP00000363349	122.2
ENSP00000363313	65.8
ENSP00000288466	98.3
ENSP00000363162	75.2
ENSP00000363095	66
ENSP00000362946	40.7
ENSP00000362873	72.6
ENSP00000343867	56.2
ENSP00000321347	38.5
ENSP00000362727	83.4
ENSP00000259457	33.2
ENSP00000259477	88.2
ENSP00000392147	83
ENSP00000362639	78.2
ENSP00000324173	87.3
ENSP00000377665	53.8
ENSP00000362446	85.3
ENSP00000354739	67.6
ENSP00000362409	87.3
ENSP00000362399	71.8
ENSP00000362361	87.2
ENSP00000362249	74.3
ENSP00000362014	99.5
ENSP00000361824	78.7
ENSP00000361777	69.2
ENSP00000354812	37.6
ENSP00000361658	46.6
ENSP00000351885	77.8
ENSP00000361558	60.6
ENSP00000361524	61.5
ENSP00000413625	74.6
ENSP00000253004	59.7
ENSP00000318177	92
ENSP00000361433	67.2
ENSP00000361423	62
ENSP00000352400	80.7
ENSP00000349856	31.4
ENSP00000292035	65.5
ENSP00000361219	95.8
ENSP00000361180	54.8
ENSP00000361092	83.8
ENSP00000361076	35.4
ENSP00000361032	73.6
ENSP00000361057	84.1
ENSP00000361010	93.8
ENSP00000360916	69
ENSP00000241600	94.2
ENSP00000351536	78.5
ENSP00000349929	117.7
ENSP00000360782	81.3
ENSP00000325827	67.1
ENSP00000360761	91.7
ENSP00000360727	103.3
ENSP00000247665	85.8
ENSP00000224073	47
ENSP00000360682	60.7
ENSP00000344155	67.7
ENSP00000386935	67.2
ENSP00000341289	68.6
ENSP00000326128	37.2
ENSP00000354040	55.1
ENSP00000370517	86.8
ENSP00000370377	81.7
ENSP00000369538	69.9
ENSP00000369218	80
ENSP00000369100	85.2
ENSP00000368881	54.1
ENSP00000348708	40.4
ENSP00000263035	70.4
ENSP00000298428	60.1
ENSP00000281141	66.1
ENSP00000263038	74.4
ENSP00000367893	70.3
ENSP00000367835	67.4
ENSP00000367356	46.1
ENSP00000224237	62.8
ENSP00000365851	36.2
ENSP00000379709	60
ENSP00000365534	39.9
ENSP00000365312	52.5
ENSP00000318480	67.3
ENSP00000349415	84.8
ENSP00000306410	57.7
ENSP00000337907	76
ENSP00000346986	66.6
ENSP00000348128	43.7
ENSP00000263063	37
ENSP00000345808	41.3
ENSP00000307078	86
ENSP00000303351	52.5
ENSP00000363921	96.2
ENSP00000444856	41.1
ENSP00000329141	75.9
ENSP00000363642	47.1
ENSP00000338477	59.6
ENSP00000353483	24.6
ENSP00000348089	50.6
ENSP00000387966	58
ENSP00000384408	85.7
ENSP00000363046	67.7
ENSP00000420588	79
ENSP00000263102	90.1
ENSP00000378699	57.2
ENSP00000212015	90.5
ENSP00000378624	46.5
ENSP00000265866	49.6
ENSP00000382133	68.2
ENSP00000265872	61.3
ENSP00000362687	88
ENSP00000346120	56.9
ENSP00000263559	55.3
ENSP00000352678	72
ENSP00000362387	92.5
ENSP00000362352	72.4
ENSP00000312370	77.5
ENSP00000362329	79.6
ENSP00000362298	58.9
ENSP00000345575	69.9
ENSP00000354415	78.7
ENSP00000263556	55.9
ENSP00000362041	94.7
ENSP00000362010	50.9
ENSP00000378306	87.7
ENSP00000321845	62.9
ENSP00000211998	74.6
ENSP00000347408	65.1
ENSP00000286621	52.2
ENSP00000361635	63.3
ENSP00000361602	103.4
ENSP00000361446	86
ENSP00000414321	59.1
ENSP00000225174	71.3
ENSP00000430706	44.4
ENSP00000361087	59.6
ENSP00000277865	96
ENSP00000406157	63.7
ENSP00000361021	48.6
ENSP00000224784	54.3
ENSP00000302108	81.4
ENSP00000337500	40.7
ENSP00000265990	83.4
ENSP00000351813	70.9
ENSP00000265986	58.8
ENSP00000260731	65.4
ENSP00000260762	38.2
ENSP00000360488	60.2
ENSP00000360472	50.6
ENSP00000360412	43.1
ENSP00000239027	85.8
ENSP00000360305	84.4
ENSP00000355136	37.3
ENSP00000360268	62.8
ENSP00000360184	122.6
ENSP00000360031	66.6
ENSP00000359991	87.1
ENSP00000359939	37.5
ENSP00000349147	86.9
ENSP00000359539	34.8
ENSP00000016171	61.7
ENSP00000359424	94.7
ENSP00000299163	85.4
ENSP00000224807	72.1
ENSP00000359206	85.8
ENSP00000359128	48.4
ENSP00000354850	97.1
ENSP00000359024	29.2
ENSP00000359000	67.2
ENSP00000358983	54.6
ENSP00000358953	81.1
ENSP00000358921	60.4
ENSP00000358894	91.6
ENSP00000311245	42.2
ENSP00000358812	60.9
ENSP00000358770	56.9
ENSP00000358727	89.2
ENSP00000421566	61.9
ENSP00000348381	55.7
ENSP00000358605	72
ENSP00000354720	65.7
ENSP00000358464	40.3
ENSP00000358327	89.7
ENSP00000358307	83
ENSP00000347532	44.3
ENSP00000334642	106.2
ENSP00000358140	73
ENSP00000347924	33.5
ENSP00000298510	52.9
ENSP00000358099	67.6
ENSP00000358089	39
ENSP00000358081	78.8
ENSP00000353098	99.3
ENSP00000358071	61.2
ENSP00000224652	106.7
ENSP00000358019	76.6
ENSP00000334280	41.1
ENSP00000357986	74
ENSP00000357873	39.9
ENSP00000357858	64.8
ENSP00000357838	50.2
ENSP00000357829	69.4
ENSP00000298492	52.7
ENSP00000311825	51.7
ENSP00000357748	35.8
ENSP00000280333	70.3
ENSP00000357643	47.5
ENSP00000330836	59.7
ENSP00000399970	110.8
ENSP00000357625	57.3
ENSP00000252936	42.5
ENSP00000325941	105.4
ENSP00000396937	67.1
ENSP00000382714	36.8
ENSP00000330825	52.9
ENSP00000382707	66.7
ENSP00000309845	82.9
ENSP00000410626	87.9
ENSP00000371846	135.3
ENSP00000321259	77.3
ENSP00000322020	64.1
ENSP00000322419	74.3
ENSP00000324101	70.9
ENSP00000413234	81.9
ENSP00000314733	88.7
ENSP00000236671	70.3
ENSP00000369915	64.2
ENSP00000369897	67.7
ENSP00000382511	68.6
ENSP00000316032	69.7
ENSP00000339467	78.4
ENSP00000300738	44.5
ENSP00000254436	62.9
ENSP00000300747	66.1
ENSP00000346916	50.1
ENSP00000369373	60.1
ENSP00000340409	90.4
ENSP00000299402	64.6
ENSP00000299421	73.4
ENSP00000278319	50.1
ENSP00000304139	68.7
ENSP00000310040	39.2
ENSP00000346015	84.2
ENSP00000369042	81.8
ENSP00000355013	83.6
ENSP00000340281	54.4
ENSP00000398106	34.7
ENSP00000339957	77.2
ENSP00000346874	64.9
ENSP00000249923	54.5
ENSP00000457299	39.7
ENSP00000414359	58.3
ENSP00000435777	68.3
ENSP00000265970	12.3
ENSP00000436455	37.8
ENSP00000432487	59.4
ENSP00000445175	59
ENSP00000331879	84.2
ENSP00000278193	26.1
ENSP00000298937	48.2
ENSP00000054950	105.3
ENSP00000436049	59
ENSP00000315791	53.9
ENSP00000340210	64.6
ENSP00000265651	32.4
ENSP00000340329	85.8
ENSP00000257829	60.2
ENSP00000241052	67.6
ENSP00000379133	81.6
ENSP00000398632	68.9
ENSP00000337853	44.7
ENSP00000278353	70.9
ENSP00000310491	77.9
ENSP00000432768	31.5
ENSP00000434442	83
ENSP00000298838	76.5
ENSP00000298852	73.5
ENSP00000435926	56.8
ENSP00000263774	81.1
ENSP00000325958	67.2
ENSP00000303222	92.7
ENSP00000367721	54.1
ENSP00000350990	70.9
ENSP00000278412	68.7
ENSP00000434995	53.9
ENSP00000278422	34.7
ENSP00000382004	84.7
ENSP00000339030	108.8
ENSP00000263847	97.7
ENSP00000338562	70.5
ENSP00000300151	88.1
ENSP00000227520	68.8
ENSP00000227524	70.9
ENSP00000301764	62.3
ENSP00000345412	73.9
ENSP00000278840	88.4
ENSP00000322229	99.1
ENSP00000273550	46.9
ENSP00000301776	97.8
ENSP00000367263	78.3
ENSP00000331901	63.7
ENSP00000278823	82
ENSP00000265471	91.4
ENSP00000340466	39.2
ENSP00000456010	93.1
ENSP00000301785	93.1
ENSP00000301788	69
ENSP00000367123	74.3
ENSP00000381844	69.4
ENSP00000344106	61.4
ENSP00000385751	59.6
ENSP00000367024	67.8
ENSP00000402551	86
ENSP00000255681	78.9
ENSP00000305958	74.1
ENSP00000310117	111.7
ENSP00000279230	114.1
ENSP00000309103	68.5
ENSP00000438349	75.9
ENSP00000265462	99.8
ENSP00000333896	60.1
ENSP00000164139	63.3
ENSP00000366604	82.8
ENSP00000337088	65
ENSP00000320516	79
ENSP00000164133	60
ENSP00000279281	95.7
ENSP00000279242	51
